"metro","cbsa","TReturns13","tnew13","eitc13","eitcamt13","tchildret_13","tchildamt_13","taddchildret_13","taddchildamt_13","ttf2441_13","ttedcr_13","ttsld_13","trefund13","TREFAM13","ttbal13","ttsumbal13","ttdirdep_13","ttral_13","ttrac_13","ttself13","ttpaid13","TTtotvol13","TT1040_13","TT1040A_13","TT1040ez_13","ITIN13","ttcef13","yr13ttagi_0","yr13ttagi_5","yr13ttagi_10","yr13ttagi_15","yr13ttagi_20","yr13ttagi_25","yr13ttagi_30","yr13ttagi_35","yr13ttagi_40","yr13ttagi_50","yr13ttagi_60","yr13ttagi_75","yr13ttagi_1x","ERETURN13","ENEW13","EEIC13","EEICAM13","EQC0_13","EQC0AMT_13","EQC1_13","EQC1AMT_13","EQC2_13","EQC2AMT_13","EQC3_13","EQC3AMT_13","ECTC13","ECTCAM13","EACTC13","EACTCAM13","ECDCTC13","EEDCR13","ESLD13","EREF13","EREFAM13","EBAL13","EBALAM13","EDIRDP13","ERAL13","ERAC13","ESELF13","EPAID13","EVOL13","E1040_13","E1040A_13","E1040Z_13","ECEF13","EAGI0_13","EAGI5_13","EAGI10_13","EAGI15_13","EAGI20_13","EAGI25_13","EAGI30_13","EAGI35_13","EAGI40_13","EAGI50_13"
"Madison, WI","=""31540""","300,664","8,737","33,026","63,402,844","45,062","59,085,499","22,899","32,430,460","14,460","24,811","37,055","226,207","510,551,713","58,733","287,356,398","178,173",20,"27,749","154,206","137,939","8,417","208,169","50,747","40,087","6,018","72,243","24,673","21,170","18,903","18,132","17,713","16,635","15,519","14,205","23,712","19,859","24,612","32,131","53,005","33,026",364,"33,026","63,402,844","11,017","2,922,367","11,087","23,253,038","6,853","22,583,952","3,755","14,035,654","8,674","6,620,876","16,394","20,472,187","1,920","1,791","2,753","31,537","110,751,258","1,341","1,152,722","27,018",12,"9,768","17,057","13,833","1,954","16,754","12,888","3,201","6,889","4,224","6,036","6,565","3,314","3,010","2,809","2,719","1,830","1,481",0
"Manchester-Nashua, NH","=""31700""","194,550","6,086","24,214","48,440,174","28,379","36,111,220","14,230","17,034,425","9,443","14,421","22,623","155,641","394,050,038","31,285","144,758,243","122,394",53,"20,314","107,708","81,528","5,289","122,099","37,811","34,499","1,108","38,831","17,046","14,591","12,653","11,613","11,334","10,324","9,637","8,632","14,819","12,223","15,185","19,206","37,210","24,214",339,"24,214","48,440,174","6,991","1,946,730","9,099","19,312,485","5,486","18,097,078","2,413","8,822,343","6,533","4,937,916","12,393","14,761,890","1,488","1,248","1,703","23,206","90,950,249",945,"1,018,809","19,724",15,"6,945","13,323","9,633","1,172","10,530","10,848","2,766","4,443","2,945","4,340","4,531","2,649","2,427","2,253","2,007","1,457","1,127",0
"Manhattan, KS","=""31740""","36,963","1,405","6,186","13,998,680","6,314","8,600,802","4,577","6,844,270","1,981","3,868","5,288","29,855","73,961,932","5,470","23,811,160","26,030",0,"5,334","18,719","15,491","2,718","22,548","8,504","5,634",212,"9,052","3,005","3,201","3,005","2,946","3,073","2,468","2,112","1,824","2,874","2,235","2,780","3,177","4,151","6,186",81,"6,186","13,998,680","1,469","410,572","2,009","4,385,351","1,599","5,411,860",982,"3,532,980","1,830","1,356,062","3,901","5,745,770",405,423,653,"6,043","27,854,013",104,"123,658","5,570",0,"2,087","3,449","2,155",547,"2,914","2,777",413,916,510,835,"1,012",564,679,679,554,509,457,6
"Mankato-North Mankato, MN","=""31860""","42,530","1,276","6,270","11,844,335","6,667","9,543,791","3,680","4,805,576","2,748","3,662","5,961","32,222","70,775,021","7,622","40,729,405","25,552",0,"4,115","17,012","23,156","2,315","30,135","7,039","5,250",158,"11,134","4,447","3,739","3,256","2,891","2,646","2,361","2,148","2,058","3,262","2,630","3,375","4,311","5,389","6,270",81,"6,270","11,844,335","2,176","587,962","1,931","4,065,381","1,294","4,236,707",728,"2,689,944","1,504","1,143,545","3,134","4,026,841",482,313,666,"6,010","21,112,821",226,"227,990","5,005",0,"1,664","2,553","3,005",668,"3,662","2,080",453,"1,148",974,"1,138","1,149",589,507,473,434,305,296,0
"Mansfield, OH","=""31900""","53,935","1,607","11,125","26,205,453","8,408","10,778,926","7,151","8,860,743","1,115","2,891","3,852","44,465","109,482,677","7,004","23,534,302","36,133",0,"8,931","24,553","27,867","1,512","33,423","12,639","7,848",23,"11,023","4,919","4,773","5,140","4,686","4,291","3,677","3,187","2,920","5,003","3,713","3,796","4,091","3,676","11,125",73,"11,125","26,205,453","2,686","715,840","3,911","8,860,226","2,976","10,609,960","1,519","5,986,366","2,742","2,054,769","6,504","8,077,697",309,438,586,"10,844","45,595,426",260,"232,120","9,704",0,"4,571","5,909","5,017",177,"5,137","4,922","1,056","1,943","1,293","1,885","2,409","1,470","1,122",933,777,596,584,0
"McAllen-Edinburg-Mission, TX","=""32580""","272,510","15,812","126,813","415,143,809","55,143","59,651,410","104,393","146,895,118","10,429","17,357","12,619","247,150","904,798,311","20,475","80,698,953","205,187",47,"88,780","93,049","175,771","3,669","172,469","66,917","32,732","10,882","73,023","19,024","30,951","43,503","39,240","26,874","18,864","14,112","11,336","18,791","12,345","12,260","12,729","12,433","126,813","4,358","126,813","415,143,809","15,994","4,636,647","43,878","115,543,522","43,661","185,588,426","23,254","109,329,437","27,235","17,431,640","92,989","128,893,215","4,475","4,559","2,710","123,723","612,232,087","3,064","2,613,224","110,787",23,"62,975","37,383","88,114","1,256","82,498","39,123","5,179","45,276","5,398","18,627","32,948","25,397","15,701","10,839","7,853","5,303","4,456",109
"Medford, OR","=""32780""","85,445","2,718","17,823","38,261,929","12,124","14,529,960","11,832","15,517,060","3,178","4,503","6,294","62,634","147,382,570","16,292","57,078,682","49,902",89,"11,687","38,773","43,048","3,615","60,513","14,652","10,273","1,685","23,803","7,891","7,771","7,961","7,453","6,554","5,529","4,722","3,995","6,512","5,195","6,278","6,975","8,600","17,823",207,"17,823","38,261,929","5,076","1,404,477","6,274","14,008,023","4,207","14,306,002","2,266","8,543,427","4,458","3,233,270","9,970","12,668,706","1,043",619,"1,024","16,907","61,080,406",891,"772,721","14,511",76,"5,924","9,106","7,830",877,"10,349","5,998","1,463","4,134","2,167","3,113","3,466","2,218","1,849","1,574","1,350","1,002",934,15
"Memphis, TN-MS-AR","=""32820""","564,204","18,567","178,242","518,271,909","90,257","96,049,536","131,301","179,519,420","31,014","47,000","35,640","478,352","1,498,489,448","71,232","323,162,112","413,196",186,"161,331","269,143","283,610","11,229","352,642","139,251","71,752","12,879","137,143","38,885","53,112","69,061","57,559","45,061","38,862","32,230","25,960","40,629","30,663","33,546","37,453","60,007","178,242","2,924","178,242","518,271,909","26,981","7,537,952","73,747","184,141,205","55,828","228,677,476","21,181","96,849,219","36,273","23,700,614","115,553","148,188,900","12,448","11,960","5,630","175,336","810,215,345","2,738","2,606,546","163,496",73,"100,333","73,353","101,610","2,967","102,929","65,357","9,709","55,368","9,374","28,590","47,118","30,833","20,238","16,486","12,667","7,596","4,212",0
"Merced, CA","=""32900""","88,655","4,328","27,700","72,509,473","20,920","24,068,934","26,013","38,752,213","2,955","5,906","3,899","73,776","212,118,601","11,997","54,766,566","52,957",0,"13,433","30,606","56,328","1,702","48,725","28,593","11,262","9,349","17,296","6,155","8,407","9,339","8,874","7,908","6,878","5,937","4,803","7,250","5,384","5,593","5,641","6,340","27,700",879,"27,700","72,509,473","4,364","1,224,767","9,802","22,283,136","8,030","28,294,293","5,471","20,631,747","8,226","5,914,527","18,524","24,445,053",891,"1,162",705,"26,889","115,093,802",770,"844,365","20,945",0,"7,850","9,949","17,224",486,"12,451","13,543","1,667","4,917","1,993","4,037","5,094","3,898","3,250","2,876","2,549","1,866","1,759",58
"Miami-Fort Lauderdale-West Palm Beach, FL","=""33100""","2,525,883","103,331","745,778","1,829,530,618","300,434","306,459,830","450,958","568,292,001","131,575","271,421","141,370","2,028,515","6,304,519,889","371,657","2,030,229,453","1,716,382",180,"510,412","813,469","1,678,778","33,233","1,808,154","438,229","272,293","45,812","822,176","223,133","272,744","293,098","271,088","203,538","169,071","138,807","113,465","176,630","127,145","136,427","147,054","251,830","745,778","25,772","745,778","1,829,530,618","210,318","62,444,509","303,784","786,794,271","180,490","754,664,047","49,212","223,075,114","120,592","74,786,080","411,172","516,143,668","50,636","60,529","23,301","691,453","2,979,135,056","53,717","40,226,047","619,368",29,"282,547","191,052","545,643","8,518","529,993","172,478","42,723","319,711","59,981","151,873","183,960","125,926","74,131","58,287","44,914","27,672","16,292",25
"Michigan City-La Porte, IN","=""33140""","48,090","1,400","9,797","24,032,194","7,552","9,626,669","6,687","8,797,901","1,209","2,750","3,565","40,016","106,559,194","5,843","26,459,808","33,027",0,"8,827","24,805","22,736",499,"28,769","12,015","7,302",627,"9,448","4,592","4,580","4,553","3,800","3,215","2,875","2,521","2,199","3,637","2,859","3,621","4,459","5,065","9,797",107,"9,797","24,032,194","2,196","608,147","3,516","8,067,316","2,510","9,123,286","1,474","6,085,075","2,324","1,713,322","5,845","7,480,865",337,325,507,"9,574","41,090,889",179,"178,535","8,655",0,"4,291","5,693","4,016",75,"4,636","4,229",895,"1,902",915,"1,780","2,266","1,263",938,777,712,427,423,14
"Midland, MI","=""33220""","38,419","1,164","5,674","11,659,867","5,459","7,313,135","3,318","4,181,926","1,573","2,672","3,341","29,580","72,303,003","6,110","23,917,581","24,245",0,"4,440","17,457","19,749","1,202","26,761","6,691","4,918",105,"8,624","4,087","3,268","3,143","2,708","2,213","1,910","1,663","1,488","2,451","2,265","2,832","3,619","6,697","5,674",41,"5,674","11,659,867","1,794","473,488","1,962","4,361,651","1,276","4,390,842",631,"2,404,014","1,291","943,867","2,944","3,662,676",206,256,395,"5,456","20,370,541",199,"154,192","4,788",0,"1,947","2,981","2,533",128,"2,685","2,374",605,"1,159",689,"1,051","1,188",676,515,454,425,300,286,0
"Midland, TX","=""33260""","65,477","2,650","12,278","30,726,523","14,345","19,451,682","9,011","11,613,529","3,087","3,530","3,823","53,234","176,002,539","10,239","109,160,750","43,718",75,"17,148","29,427","35,111",914,"36,689","16,191","12,587","1,189","16,155","4,153","4,364","4,566","4,035","3,911","3,625","3,282","2,891","5,170","4,439","5,381","6,603","12,910","12,278",282,"12,278","30,726,523","2,254","645,196","4,544","10,197,763","3,612","12,753,856","1,751","6,913,462","4,124","3,210,879","7,999","10,274,558",749,321,326,"11,770","55,695,587",481,"586,163","10,590",37,"6,577","4,580","7,439",207,"5,050","6,229",947,"2,931",893,"1,792","2,395","1,610","1,440","1,316","1,167",818,620,0
"Milwaukee-Waukesha-West Allis, WI","=""33340""","716,734","22,919","115,653","282,278,197","108,231","134,804,772","87,041","121,046,993","26,969","55,543","73,745","559,070","1,393,671,946","120,644","504,925,453","432,300",244,"99,490","365,798","331,387","19,509","484,779","139,201","92,078","17,488","142,466","60,556","58,440","59,394","51,216","45,070","42,258","37,670","32,789","54,170","45,391","53,344","66,252","109,649","115,653","2,929","115,653","282,278,197","26,888","7,265,340","41,413","94,826,745","28,616","104,236,128","18,314","75,496,532","28,653","20,684,334","70,128","90,284,290","4,774","6,881","6,650","112,637","455,593,800","2,896","2,436,459","99,029",131,"48,673","60,235","50,299","4,932","57,678","48,967","8,875","22,828","10,683","20,687","26,774","15,185","11,883","10,560","8,732","5,839","4,412",24
"Minneapolis-St. Paul-Bloomington, MN-WI","=""33460""","1,594,748","53,554","203,661","440,031,935","248,862","328,185,858","140,616","190,952,255","93,427","132,739","210,952","1,208,629","2,915,941,447","310,501","1,487,362,337","974,850",0,"151,936","749,034","796,887","48,623","1,135,863","254,364","201,219","22,819","372,349","134,175","115,104","101,998","93,406","88,143","84,843","79,085","72,568","123,784","102,158","126,318","162,380","310,204","203,661","4,167","203,661","440,031,935","55,405","15,057,185","69,695","150,468,582","49,500","167,470,600","27,912","105,833,020","56,946","42,875,919","113,966","149,704,696","13,818","12,580","17,871","194,019","748,683,952","9,275","8,377,625","166,849",0,"57,518","90,265","101,205","11,794","108,850","78,557","15,901","45,152","23,391","34,611","38,559","23,076","20,545","20,283","18,105","12,710","9,769",33
"Missoula, MT","=""33540""","49,640","1,219","9,159","16,657,418","6,416","8,173,725","4,718","5,757,953","2,015","3,805","6,611","38,189","79,156,225","8,335","32,099,191","31,202",0,"6,572","25,088","22,038","2,511","31,874","9,547","8,174",0,"12,962","4,794","5,013","4,806","4,474","3,830","3,100","2,687","2,075","3,464","2,834","3,399","3,898","5,249","9,159",23,"9,159","16,657,418","3,651","999,872","2,853","6,294,839","1,741","5,936,687",874,"3,324,746","1,847","1,356,854","4,211","5,164,133",462,450,922,"8,773","27,848,274",328,"313,690","7,496",0,"2,776","5,082","3,470",582,"4,336","3,501","1,300","1,881","1,261","1,928","2,077",938,737,657,591,389,354,0
"Mobile, AL","=""33660""","160,185","5,212","53,218","161,309,993","25,596","29,029,436","36,679","47,051,801","7,537","12,297","10,817","134,868","423,323,257","20,032","81,463,308","117,207",35,"49,310","61,706","95,634","2,757","104,416","38,929","16,737",718,"38,498","10,502","15,419","21,094","18,186","12,511","9,879","8,342","7,193","11,852","8,942","10,109","11,435","14,245","53,218",988,"53,218","161,309,993","7,399","2,066,463","22,058","56,693,909","17,590","74,566,193","5,905","27,539,594","10,152","6,812,388","34,694","44,625,487","2,691","3,170","1,735","52,353","245,266,855",802,"658,419","49,110",0,"32,470","16,466","35,934",713,"30,000","20,817","2,297","15,177","2,564","8,368","14,448","10,706","5,690","4,149","3,084","2,103","1,501",0
"Modesto, CA","=""33700""","194,129","8,475","49,348","121,645,782","41,230","50,495,156","41,621","58,671,617","7,288","13,261","10,346","155,449","422,082,550","31,240","128,491,454","114,560",0,"27,416","73,607","118,334","2,166","115,320","52,063","26,735","13,297","42,346","13,777","17,562","19,120","17,267","14,587","12,834","11,176","9,517","15,702","12,516","13,927","15,495","20,591","49,348","1,501","49,348","121,645,782","9,756","2,757,196","18,012","40,758,210","13,535","47,806,188","8,018","30,251,310","13,717","9,999,625","31,041","39,839,056","1,763","1,982","1,589","47,705","193,635,179","1,610","1,768,085","37,495",0,"14,010","19,804","28,983",504,"22,583","22,766","3,952","9,989","4,007","8,040","9,789","6,787","5,378","4,696","4,166","3,198","2,946",49
"Monroe, LA","=""33740""","68,648","2,200","23,433","68,282,199","11,864","13,150,590","16,223","20,048,878","3,384","4,293","4,048","57,106","176,238,117","9,215","41,357,261","48,851",0,"22,817","27,490","39,463","1,625","43,899","16,965","7,703",207,"17,995","4,832","6,899","8,805","7,176","5,448","4,638","3,612","2,986","4,675","3,563","4,080","4,841","6,864","23,433",472,"23,433","68,282,199","3,587","1,015,636","9,454","23,701,970","7,814","32,072,951","2,503","11,349,182","5,128","3,491,028","15,494","19,149,703","1,317",860,738,"23,036","102,316,216",340,"335,601","21,497",0,"15,022","8,710","14,294",367,"12,656","9,514","1,203","5,942","1,445","3,922","6,172","4,079","2,552","2,081","1,461",914,600,0
"Monroe, MI","=""33780""","68,541","2,120","9,853","21,410,713","11,307","15,639,167","6,132","7,821,614","2,159","5,126","5,232","55,001","138,017,513","10,114","29,030,736","42,628",0,"8,874","27,170","41,154",162,"47,754","11,889","8,891",116,"14,038","6,223","5,670","5,511","4,811","4,104","3,492","3,230","2,959","4,721","4,468","5,731","7,547","10,016","9,853",74,"9,853","21,410,713","2,662","712,517","3,476","7,575,307","2,406","8,156,441","1,288","4,930,225","2,547","1,931,249","5,369","6,687,095",302,482,573,"9,512","37,466,035",287,"250,285","8,210",0,"3,852","4,500","5,311",1,"4,929","4,038",849,"2,004","1,097","1,773","2,017","1,232",949,782,734,618,504,0
"Montgomery, AL","=""33860""","148,659","3,206","45,075","130,423,392","25,226","28,420,356","32,134","42,541,840","8,756","12,960","10,118","123,928","377,951,840","20,372","79,157,864","107,106",0,"44,207","67,704","76,874","3,982","99,493","33,221","15,786","2,303","31,965","9,371","12,932","17,395","14,533","11,795","10,068","8,300","7,030","11,385","8,361","9,819","11,536","15,610","45,075",332,"45,075","130,423,392","6,262","1,765,329","18,731","46,004,365","15,420","62,704,960","4,410","19,459,333","9,461","6,429,066","28,540","35,633,658","3,301","3,246","1,558","44,421","206,189,699",554,"525,934","41,847",0,"27,583","17,790","26,306",796,"27,638","15,370","1,931","9,450","2,207","6,745","11,643","7,895","5,176","4,232","3,168","2,112","1,239",0
"Morgantown, WV","=""34060""","51,814","1,503","8,294","16,278,045","7,347","9,413,558","4,427","5,375,716","1,638","3,432","5,741","42,552","102,260,049","6,820","27,329,354","34,011",0,"8,560","29,423","20,966","1,384","31,388","11,771","8,267",117,"10,728","4,642","4,556","4,523","4,131","3,515","2,869","2,410","2,166","3,924","3,190","3,884","4,598","7,054","8,294",43,"8,294","16,278,045","2,748","741,862","2,767","6,129,299","1,745","6,055,353",743,"2,877,416","1,909","1,439,316","4,067","4,936,814",181,246,541,"8,017","29,824,962",200,"202,820","7,001",0,"3,198","5,094","2,916",175,"3,844","3,334",958,"1,323","1,016","1,497","1,792",915,691,563,496,384,320,0
"Morristown, TN","=""34100""","45,649","1,614","11,209","26,100,723","7,723","8,874,449","8,835","13,898,755","1,104","2,209","2,169","38,975","104,383,688","5,072","18,815,645","32,560",0,"8,780","18,781","25,754","1,103","24,881","13,199","7,548","2,137","9,296","4,085","4,523","4,777","4,310","3,775","3,029","2,679","2,273","3,624","2,809","3,149","3,390","3,121","11,209",146,"11,209","26,100,723","2,919","809,805","4,163","9,732,479","2,811","10,333,632","1,284","5,171,946","2,527","1,870,225","6,466","8,037,943",243,312,348,"10,886","44,383,690",305,"250,722","9,853",0,"4,865","4,724","6,148",289,"5,260","4,727","1,203","2,411","1,199","2,078","2,512","1,545","1,082",833,762,589,539,0
"Mount Vernon-Anacortes, WA","=""34580""","50,506","1,677","7,896","17,558,880","8,769","11,156,158","6,600","9,303,989","1,643","2,638","3,162","38,717","101,000,474","8,637","38,151,637","30,621",0,"5,578","26,629","22,457","1,384","32,084","10,711","7,696","2,113","11,982","3,898","3,570","3,679","3,640","3,515","3,140","2,839","2,426","4,054","3,439","4,086","5,119","6,911","7,896",150,"7,896","17,558,880","1,840","504,368","2,850","6,095,671","1,926","6,455,713","1,189","4,274,739","2,421","1,842,766","4,639","6,015,263",406,253,367,"7,633","31,450,323",241,"242,149","6,531",0,"2,340","4,459","3,185",209,"3,683","3,409",745,"1,265",808,"1,226","1,386",912,838,762,710,558,468,0
"Muncie, IN","=""34620""","46,543","1,439","10,264","23,537,675","6,628","8,224,916","6,305","7,826,259","1,458","2,678","3,833","38,735","95,874,288","5,531","21,874,187","32,306",0,"8,691","22,487","21,772","2,270","28,084","11,728","6,596",130,"9,300","4,777","5,191","5,119","4,020","3,419","2,892","2,395","2,125","3,364","2,749","3,105","3,396","3,815","10,264",111,"10,264","23,537,675","2,770","747,463","3,578","8,235,394","2,573","9,335,091","1,286","5,092,238","2,295","1,680,936","5,804","7,132,929",345,322,553,"10,027","40,714,192",193,"158,367","9,060",0,"4,464","5,607","4,147",437,"4,919","4,388",914,"1,744","1,194","1,963","2,273","1,330","1,014",805,617,503,454,0
